tool_name,suites,suite_instance_count,descriptions,public_parameter_variants,environment_dependency_variants,implementation_locations,suggested_capability_class,suggested_action_impact,review_priority,review_decision,capability_class,action_impact,review_note
check_restaurant_opening_hours,"[""travel""]",1,"[""Get the openning hours of the given restaurants, check if the restaurant is open. :param restaurant_names: The name of the restaurant to get the operating hours for.""]","[[{""name"": ""restaurant_names"", ""kind"": ""positional_or_keyword"", ""annotation"": ""list[str]"", ""default"": null, ""required"": true, ""is_environment_dependency"": false, ""environment_dependency"": null}]]","[[{""name"": ""restaurants"", ""kind"": ""positional_or_keyword"", ""annotation"": ""Annotated[Restaurants, Depends('restaurants')]"", ""default"": null, ""required"": false, ""is_environment_dependency"": true, ""environment_dependency"": ""restaurants""}]]","[{""suite"": ""travel"", ""implementation_file"": ""src/agentdojo/default_suites/v1/tools/travel_booking_client.py"", ""source_line"": 262}]",read_only,low,P2_read_only_validation,confirmed_capability_metadata,ordinary_read,low,"Human review confirmed that this tool performs read-only retrieval of ordinary public, commercial, travel, or non-sensitive reference information."
get_all_car_rental_companies_in_city,"[""travel""]",1,"[""Get all car rental companies in the given city. :param city: The city to get car rental companies from.""]","[[{""name"": ""city"", ""kind"": ""positional_or_keyword"", ""annotation"": ""str"", ""default"": null, ""required"": true, ""is_environment_dependency"": false, ""environment_dependency"": null}]]","[[{""name"": ""car_rental"", ""kind"": ""positional_or_keyword"", ""annotation"": ""Annotated[CarRental, Depends('car_rental')]"", ""default"": null, ""required"": false, ""is_environment_dependency"": true, ""environment_dependency"": ""car_rental""}]]","[{""suite"": ""travel"", ""implementation_file"": ""src/agentdojo/default_suites/v1/tools/travel_booking_client.py"", ""source_line"": 279}]",read_only,low,P2_read_only_validation,confirmed_capability_metadata,ordinary_read,low,"Human review confirmed that this tool performs read-only retrieval of ordinary public, commercial, travel, or non-sensitive reference information."
get_all_hotels_in_city,"[""travel""]",1,"[""Get all hotels in the given city. :param city: The city to get hotels from.""]","[[{""name"": ""city"", ""kind"": ""positional_or_keyword"", ""annotation"": ""str"", ""default"": null, ""required"": true, ""is_environment_dependency"": false, ""environment_dependency"": null}]]","[[{""name"": ""hotels"", ""kind"": ""positional_or_keyword"", ""annotation"": ""Annotated[Hotels, Depends('hotels')]"", ""default"": null, ""required"": false, ""is_environment_dependency"": true, ""environment_dependency"": ""hotels""}]]","[{""suite"": ""travel"", ""implementation_file"": ""src/agentdojo/default_suites/v1/tools/travel_booking_client.py"", ""source_line"": 122}]",read_only,low,P2_read_only_validation,confirmed_capability_metadata,ordinary_read,low,"Human review confirmed that this tool performs read-only retrieval of ordinary public, commercial, travel, or non-sensitive reference information."
get_all_restaurants_in_city,"[""travel""]",1,"[""Get all restaurants in the given city. :param city: The city to get restaurants from.""]","[[{""name"": ""city"", ""kind"": ""positional_or_keyword"", ""annotation"": ""str"", ""default"": null, ""required"": true, ""is_environment_dependency"": false, ""environment_dependency"": null}]]","[[{""name"": ""restaurants"", ""kind"": ""positional_or_keyword"", ""annotation"": ""Annotated[Restaurants, Depends('restaurants')]"", ""default"": null, ""required"": false, ""is_environment_dependency"": true, ""environment_dependency"": ""restaurants""}]]","[{""suite"": ""travel"", ""implementation_file"": ""src/agentdojo/default_suites/v1/tools/travel_booking_client.py"", ""source_line"": 166}]",read_only,low,P2_read_only_validation,confirmed_capability_metadata,ordinary_read,low,"Human review confirmed that this tool performs read-only retrieval of ordinary public, commercial, travel, or non-sensitive reference information."
get_balance,"[""banking""]",1,"[""Get the balance of the account.""]",[[]],"[[{""name"": ""account"", ""kind"": ""positional_or_keyword"", ""annotation"": ""Annotated[BankAccount, Depends('bank_account')]"", ""default"": null, ""required"": false, ""is_environment_dependency"": true, ""environment_dependency"": ""bank_account""}]]","[{""suite"": ""banking"", ""implementation_file"": ""src/agentdojo/default_suites/v1/tools/banking_client.py"", ""source_line"": 154}]",read_only,low,P2_read_only_validation,confirmed_capability_metadata,financial_data_read,medium,Human review confirmed that this tool reads private financial account information without modifying state. Returns the user's current account balance.
get_car_fuel_options,"[""travel""]",1,"[""Get the fuel options of the given car rental companies. :param company_name: The name of the car rental company to get the fuel options for.""]","[[{""name"": ""company_name"", ""kind"": ""positional_or_keyword"", ""annotation"": ""list[str]"", ""default"": null, ""required"": true, ""is_environment_dependency"": false, ""environment_dependency"": null}]]","[[{""name"": ""car_rental"", ""kind"": ""positional_or_keyword"", ""annotation"": ""Annotated[CarRental, Depends('car_rental')]"", ""default"": null, ""required"": false, ""is_environment_dependency"": true, ""environment_dependency"": ""car_rental""}]]","[{""suite"": ""travel"", ""implementation_file"": ""src/agentdojo/default_suites/v1/tools/travel_booking_client.py"", ""source_line"": 321}]",read_only,low,P2_read_only_validation,confirmed_capability_metadata,ordinary_read,low,"Human review confirmed that this tool performs read-only retrieval of ordinary public, commercial, travel, or non-sensitive reference information."
get_car_price_per_day,"[""travel""]",1,"[""Get the price per day of the given car rental companies. :param company_name: The name of the car rental company to get the price per day for.""]","[[{""name"": ""company_name"", ""kind"": ""positional_or_keyword"", ""annotation"": ""list[str]"", ""default"": null, ""required"": true, ""is_environment_dependency"": false, ""environment_dependency"": null}]]","[[{""name"": ""car_rental"", ""kind"": ""positional_or_keyword"", ""annotation"": ""Annotated[CarRental, Depends('car_rental')]"", ""default"": null, ""required"": false, ""is_environment_dependency"": true, ""environment_dependency"": ""car_rental""}]]","[{""suite"": ""travel"", ""implementation_file"": ""src/agentdojo/default_suites/v1/tools/travel_booking_client.py"", ""source_line"": 330}]",read_only,low,P2_read_only_validation,confirmed_capability_metadata,ordinary_read,low,"Human review confirmed that this tool performs read-only retrieval of ordinary public, commercial, travel, or non-sensitive reference information."
get_car_rental_address,"[""travel""]",1,"[""Get the address of the given car rental companies. :param company_name: The name of the car rental company to get the address for.""]","[[{""name"": ""company_name"", ""kind"": ""positional_or_keyword"", ""annotation"": ""list[str]"", ""default"": null, ""required"": true, ""is_environment_dependency"": false, ""environment_dependency"": null}]]","[[{""name"": ""car_rental"", ""kind"": ""positional_or_keyword"", ""annotation"": ""Annotated[CarRental, Depends('car_rental')]"", ""default"": null, ""required"": false, ""is_environment_dependency"": true, ""environment_dependency"": ""car_rental""}]]","[{""suite"": ""travel"", ""implementation_file"": ""src/agentdojo/default_suites/v1/tools/travel_booking_client.py"", ""source_line"": 312}]",read_only,low,P2_read_only_validation,confirmed_capability_metadata,ordinary_read,low,"Human review confirmed that this tool performs read-only retrieval of ordinary public, commercial, travel, or non-sensitive reference information."
get_car_types_available,"[""travel""]",1,"[""Get the car types available for the given car rental companies. :param company_name: The name of the car rental company to get the car types available for.""]","[[{""name"": ""company_name"", ""kind"": ""positional_or_keyword"", ""annotation"": ""list[str]"", ""default"": null, ""required"": true, ""is_environment_dependency"": false, ""environment_dependency"": null}]]","[[{""name"": ""car_rental"", ""kind"": ""positional_or_keyword"", ""annotation"": ""Annotated[CarRental, Depends('car_rental')]"", ""default"": null, ""required"": false, ""is_environment_dependency"": true, ""environment_dependency"": ""car_rental""}]]","[{""suite"": ""travel"", ""implementation_file"": ""src/agentdojo/default_suites/v1/tools/travel_booking_client.py"", ""source_line"": 288}]",read_only,low,P2_read_only_validation,confirmed_capability_metadata,ordinary_read,low,"Human review confirmed that this tool performs read-only retrieval of ordinary public, commercial, travel, or non-sensitive reference information."
get_channels,"[""slack""]",1,"[""Get the list of channels in the slack.""]",[[]],"[[{""name"": ""slack"", ""kind"": ""positional_or_keyword"", ""annotation"": ""AnnotatedSlack"", ""default"": null, ""required"": false, ""is_environment_dependency"": true, ""environment_dependency"": ""slack""}]]","[{""suite"": ""slack"", ""implementation_file"": ""src/agentdojo/default_suites/v1/tools/slack.py"", ""source_line"": 25}]",read_only,low,P2_read_only_validation,confirmed_capability_metadata,sensitive_data_read,medium,"Human review confirmed that this tool reads potentially private workspace, calendar, or cloud-document data without modifying state. May reveal internal workspace structure and sensitive channel names."
get_contact_information_for_restaurants,"[""travel""]",1,"[""Get the contact information of the given restaurants. :param restaurant_names: The name of the restaurant to get the contact information for.""]","[[{""name"": ""restaurant_names"", ""kind"": ""positional_or_keyword"", ""annotation"": ""list[str]"", ""default"": null, ""required"": true, ""is_environment_dependency"": false, ""environment_dependency"": null}]]","[[{""name"": ""restaurants"", ""kind"": ""positional_or_keyword"", ""annotation"": ""Annotated[Restaurants, Depends('restaurants')]"", ""default"": null, ""required"": false, ""is_environment_dependency"": true, ""environment_dependency"": ""restaurants""}]]","[{""suite"": ""travel"", ""implementation_file"": ""src/agentdojo/default_suites/v1/tools/travel_booking_client.py"", ""source_line"": 234}]",read_only,low,P2_read_only_validation,confirmed_capability_metadata,ordinary_read,low,"Human review confirmed that this tool performs read-only retrieval of ordinary public, commercial, travel, or non-sensitive reference information."
get_cuisine_type_for_restaurants,"[""travel""]",1,"[""Get the cuisine type of the given restaurants, could be: Italian, Chinese, Indian, Japanese. :param restaurant_names: The name of restaurants to get the cuisine type for.""]","[[{""name"": ""restaurant_names"", ""kind"": ""positional_or_keyword"", ""annotation"": ""list[str]"", ""default"": null, ""required"": true, ""is_environment_dependency"": false, ""environment_dependency"": null}]]","[[{""name"": ""restaurants"", ""kind"": ""positional_or_keyword"", ""annotation"": ""Annotated[Restaurants, Depends('restaurants')]"", ""default"": null, ""required"": false, ""is_environment_dependency"": true, ""environment_dependency"": ""restaurants""}]]","[{""suite"": ""travel"", ""implementation_file"": ""src/agentdojo/default_suites/v1/tools/travel_booking_client.py"", ""source_line"": 205}]",read_only,low,P2_read_only_validation,confirmed_capability_metadata,ordinary_read,low,"Human review confirmed that this tool performs read-only retrieval of ordinary public, commercial, travel, or non-sensitive reference information."
get_current_day,"[""workspace""]",1,"[""Returns the current day in ISO format, e.g. '2022-01-01'. It is useful to know what the current day, year, or month is, as the assistant should not assume what the current date is.""]",[[]],"[[{""name"": ""calendar"", ""kind"": ""positional_or_keyword"", ""annotation"": ""Annotated[Calendar, Depends('calendar')]"", ""default"": null, ""required"": false, ""is_environment_dependency"": true, ""environment_dependency"": ""calendar""}]]","[{""suite"": ""workspace"", ""implementation_file"": ""src/agentdojo/default_suites/v1/tools/calendar_client.py"", ""source_line"": 191}]",read_only,low,P2_read_only_validation,confirmed_capability_metadata,ordinary_read,low,"Human review confirmed that this tool performs read-only retrieval of ordinary public, commercial, travel, or non-sensitive reference information."
get_day_calendar_events,"[""travel"", ""workspace""]",2,"[""Returns the appointments for the given `day`. Returns a list of dictionaries with informations about each meeting.""]","[[{""name"": ""day"", ""kind"": ""positional_or_keyword"", ""annotation"": ""str"", ""default"": null, ""required"": true, ""is_environment_dependency"": false, ""environment_dependency"": null}]]","[[{""name"": ""calendar"", ""kind"": ""positional_or_keyword"", ""annotation"": ""Annotated[Calendar, Depends('calendar')]"", ""default"": null, ""required"": false, ""is_environment_dependency"": true, ""environment_dependency"": ""calendar""}]]","[{""suite"": ""travel"", ""implementation_file"": ""src/agentdojo/default_suites/v1/tools/calendar_client.py"", ""source_line"": 128}, {""suite"": ""workspace"", ""implementation_file"": ""src/agentdojo/default_suites/v1/tools/calendar_client.py"", ""source_line"": 128}]",read_only,low,P2_read_only_validation,confirmed_capability_metadata,sensitive_data_read,medium,"Human review confirmed that this tool reads potentially private workspace, calendar, or cloud-document data without modifying state. May expose private schedules, meeting descriptions, locations, and participant information."
get_dietary_restrictions_for_all_restaurants,"[""travel""]",1,"[""Get the dietary restrictions of the given restaurants, could be: Vegetarian, Vegan, Gluten-free, Dairy-free. :param restaurant_names: The name of the restaurant to get the dietary restrictions for.""]","[[{""name"": ""restaurant_names"", ""kind"": ""positional_or_keyword"", ""annotation"": ""list[str]"", ""default"": null, ""required"": true, ""is_environment_dependency"": false, ""environment_dependency"": null}]]","[[{""name"": ""restaurants"", ""kind"": ""positional_or_keyword"", ""annotation"": ""Annotated[Restaurants, Depends('restaurants')]"", ""default"": null, ""required"": false, ""is_environment_dependency"": true, ""environment_dependency"": ""restaurants""}]]","[{""suite"": ""travel"", ""implementation_file"": ""src/agentdojo/default_suites/v1/tools/travel_booking_client.py"", ""source_line"": 219}]",read_only,low,P2_read_only_validation,confirmed_capability_metadata,ordinary_read,low,"Human review confirmed that this tool performs read-only retrieval of ordinary public, commercial, travel, or non-sensitive reference information."
get_draft_emails,"[""workspace""]",1,"[""Returns all the draft emails in the inbox. Each email has a recipient, a subject, and a body.""]",[[]],"[[{""name"": ""inbox"", ""kind"": ""positional_or_keyword"", ""annotation"": ""Annotated[Inbox, Depends('inbox')]"", ""default"": null, ""required"": false, ""is_environment_dependency"": true, ""environment_dependency"": ""inbox""}]]","[{""suite"": ""workspace"", ""implementation_file"": ""src/agentdojo/default_suites/v1/tools/email_client.py"", ""source_line"": 233}]",read_only,low,P2_read_only_validation,confirmed_capability_metadata,private_communication_read,medium,Human review confirmed that this tool reads private unsent email communication without modifying state. Drafts may contain confidential content that has not yet been sent.
get_file_by_id,"[""workspace""]",1,"[""Get a file from a cloud drive by its ID.""]","[[{""name"": ""file_id"", ""kind"": ""positional_or_keyword"", ""annotation"": ""str"", ""default"": null, ""required"": true, ""is_environment_dependency"": false, ""environment_dependency"": null}]]","[[{""name"": ""cloud_drive"", ""kind"": ""positional_or_keyword"", ""annotation"": ""Annotated[CloudDrive, Depends('cloud_drive')]"", ""default"": null, ""required"": false, ""is_environment_dependency"": true, ""environment_dependency"": ""cloud_drive""}]]","[{""suite"": ""workspace"", ""implementation_file"": ""src/agentdojo/default_suites/v1/tools/cloud_drive_client.py"", ""source_line"": 102}]",read_only,low,P2_read_only_validation,confirmed_capability_metadata,sensitive_data_read,medium,"Human review confirmed that this tool reads potentially private workspace, calendar, or cloud-document data without modifying state. Can retrieve arbitrary cloud-document content based on file ID."
get_flight_information,"[""travel""]",1,"[""Get the flight information from the departure city to the arrival city. :param departure_city: The city to depart from. :param arrival_city: The city to arrive at.""]","[[{""name"": ""departure_city"", ""kind"": ""positional_or_keyword"", ""annotation"": ""str"", ""default"": null, ""required"": true, ""is_environment_dependency"": false, ""environment_dependency"": null}, {""name"": ""arrival_city"", ""kind"": ""positional_or_keyword"", ""annotation"": ""str"", ""default"": null, ""required"": true, ""is_environment_dependency"": false, ""environment_dependency"": null}]]","[[{""name"": ""flights"", ""kind"": ""positional_or_keyword"", ""annotation"": ""Annotated[Flights, Depends('flights')]"", ""default"": null, ""required"": false, ""is_environment_dependency"": true, ""environment_dependency"": ""flights""}]]","[{""suite"": ""travel"", ""implementation_file"": ""src/agentdojo/default_suites/v1/tools/travel_booking_client.py"", ""source_line"": 403}]",read_only,low,P2_read_only_validation,confirmed_capability_metadata,ordinary_read,low,"Human review confirmed that this tool performs read-only retrieval of ordinary public, commercial, travel, or non-sensitive reference information."
get_hotels_address,"[""travel""]",1,"[""Get the address of the given hotel. :param hotel_name: The name of the hotel to get the address for.""]","[[{""name"": ""hotel_name"", ""kind"": ""positional_or_keyword"", ""annotation"": ""str"", ""default"": null, ""required"": true, ""is_environment_dependency"": false, ""environment_dependency"": null}]]","[[{""name"": ""hotels"", ""kind"": ""positional_or_keyword"", ""annotation"": ""Annotated[Hotels, Depends('hotels')]"", ""default"": null, ""required"": false, ""is_environment_dependency"": true, ""environment_dependency"": ""hotels""}]]","[{""suite"": ""travel"", ""implementation_file"": ""src/agentdojo/default_suites/v1/tools/travel_booking_client.py"", ""source_line"": 142}]",read_only,low,P2_read_only_validation,confirmed_capability_metadata,ordinary_read,low,"Human review confirmed that this tool performs read-only retrieval of ordinary public, commercial, travel, or non-sensitive reference information."
get_hotels_prices,"[""travel""]",1,"[""Get all hotels within the given budget, should be within the price range. :param hotel_names: The name of the hotel to get the price range for.""]","[[{""name"": ""hotel_names"", ""kind"": ""positional_or_keyword"", ""annotation"": ""list[str]"", ""default"": null, ""required"": true, ""is_environment_dependency"": false, ""environment_dependency"": null}]]","[[{""name"": ""hotels"", ""kind"": ""positional_or_keyword"", ""annotation"": ""Annotated[Hotels, Depends('hotels')]"", ""default"": null, ""required"": false, ""is_environment_dependency"": true, ""environment_dependency"": ""hotels""}]]","[{""suite"": ""travel"", ""implementation_file"": ""src/agentdojo/default_suites/v1/tools/travel_booking_client.py"", ""source_line"": 131}]",read_only,low,P2_read_only_validation,confirmed_capability_metadata,ordinary_read,low,"Human review confirmed that this tool performs read-only retrieval of ordinary public, commercial, travel, or non-sensitive reference information."
get_iban,"[""banking""]",1,"[""Get the IBAN of the current bank account.""]",[[]],"[[{""name"": ""account"", ""kind"": ""positional_or_keyword"", ""annotation"": ""Annotated[BankAccount, Depends('bank_account')]"", ""default"": null, ""required"": false, ""is_environment_dependency"": true, ""environment_dependency"": ""bank_account""}]]","[{""suite"": ""banking"", ""implementation_file"": ""src/agentdojo/default_suites/v1/tools/banking_client.py"", ""source_line"": 50}]",read_only,low,P2_read_only_validation,confirmed_capability_metadata,financial_data_read,medium,Human review confirmed that this tool reads private financial account information without modifying state. Returns the user's bank-account identifier.
get_most_recent_transactions,"[""banking""]",1,"[""Get the list of the most recent transactions, e.g. to summarize the last n transactions.""]","[[{""name"": ""n"", ""kind"": ""positional_or_keyword"", ""annotation"": ""int"", ""default"": ""100"", ""required"": false, ""is_environment_dependency"": false, ""environment_dependency"": null}]]","[[{""name"": ""account"", ""kind"": ""positional_or_keyword"", ""annotation"": ""Annotated[BankAccount, Depends('bank_account')]"", ""default"": null, ""required"": false, ""is_environment_dependency"": true, ""environment_dependency"": ""bank_account""}]]","[{""suite"": ""banking"", ""implementation_file"": ""src/agentdojo/default_suites/v1/tools/banking_client.py"", ""source_line"": 161}]",read_only,low,P2_read_only_validation,confirmed_capability_metadata,financial_data_read,medium,"Human review confirmed that this tool reads private financial account information without modifying state. May expose counterparties, amounts, subjects, and transaction history."
get_price_for_restaurants,"[""travel""]",1,"[""Get the price per person of the given restaurants. :param restaurant_names: The name of the restaurant to get the price per person for.""]","[[{""name"": ""restaurant_names"", ""kind"": ""positional_or_keyword"", ""annotation"": ""list[str]"", ""default"": null, ""required"": true, ""is_environment_dependency"": false, ""environment_dependency"": null}]]","[[{""name"": ""restaurants"", ""kind"": ""positional_or_keyword"", ""annotation"": ""Annotated[Restaurants, Depends('restaurants')]"", ""default"": null, ""required"": false, ""is_environment_dependency"": true, ""environment_dependency"": ""restaurants""}]]","[{""suite"": ""travel"", ""implementation_file"": ""src/agentdojo/default_suites/v1/tools/travel_booking_client.py"", ""source_line"": 248}]",read_only,low,P2_read_only_validation,confirmed_capability_metadata,ordinary_read,low,"Human review confirmed that this tool performs read-only retrieval of ordinary public, commercial, travel, or non-sensitive reference information."
get_rating_reviews_for_car_rental,"[""travel""]",1,"[""Get the rating and reviews for the given car rental companies. :param company_name: The name of the car rental company to get reviews for.""]","[[{""name"": ""company_name"", ""kind"": ""positional_or_keyword"", ""annotation"": ""list[str]"", ""default"": null, ""required"": true, ""is_environment_dependency"": false, ""environment_dependency"": null}]]","[[{""name"": ""car_rental"", ""kind"": ""positional_or_keyword"", ""annotation"": ""Annotated[CarRental, Depends('car_rental')]"", ""default"": null, ""required"": false, ""is_environment_dependency"": true, ""environment_dependency"": ""car_rental""}]]","[{""suite"": ""travel"", ""implementation_file"": ""src/agentdojo/default_suites/v1/tools/travel_booking_client.py"", ""source_line"": 299}]",read_only,low,P2_read_only_validation,confirmed_capability_metadata,ordinary_read,low,"Human review confirmed ordinary read-only retrieval of public, commercial, review, address, or web content."
get_rating_reviews_for_hotels,"[""travel""]",1,"[""Get the rating and reviews for the given hotels. :param hotel_names: The names of the hotels to get reviews for.""]","[[{""name"": ""hotel_names"", ""kind"": ""positional_or_keyword"", ""annotation"": ""list[str]"", ""default"": null, ""required"": true, ""is_environment_dependency"": false, ""environment_dependency"": null}]]","[[{""name"": ""hotels"", ""kind"": ""positional_or_keyword"", ""annotation"": ""Annotated[Hotels, Depends('hotels')]"", ""default"": null, ""required"": false, ""is_environment_dependency"": true, ""environment_dependency"": ""hotels""}]]","[{""suite"": ""travel"", ""implementation_file"": ""src/agentdojo/default_suites/v1/tools/travel_booking_client.py"", ""source_line"": 149}]",read_only,low,P2_read_only_validation,confirmed_capability_metadata,ordinary_read,low,"Human review confirmed ordinary read-only retrieval of public, commercial, review, address, or web content."
get_rating_reviews_for_restaurants,"[""travel""]",1,"[""Get the rating and reviews for the given restaurants. :param restaurant_names: The names of the restaurants to get reviews for.""]","[[{""name"": ""restaurant_names"", ""kind"": ""positional_or_keyword"", ""annotation"": ""list[str]"", ""default"": null, ""required"": true, ""is_environment_dependency"": false, ""environment_dependency"": null}]]","[[{""name"": ""restaurants"", ""kind"": ""positional_or_keyword"", ""annotation"": ""Annotated[Restaurants, Depends('restaurants')]"", ""default"": null, ""required"": false, ""is_environment_dependency"": true, ""environment_dependency"": ""restaurants""}]]","[{""suite"": ""travel"", ""implementation_file"": ""src/agentdojo/default_suites/v1/tools/travel_booking_client.py"", ""source_line"": 191}]",read_only,low,P2_read_only_validation,confirmed_capability_metadata,ordinary_read,low,"Human review confirmed ordinary read-only retrieval of public, commercial, review, address, or web content."
get_received_emails,"[""workspace""]",1,"[""Returns all the received emails in the inbox. Each email has a sender, a subject, and a body.""]",[[]],"[[{""name"": ""inbox"", ""kind"": ""positional_or_keyword"", ""annotation"": ""Annotated[Inbox, Depends('inbox')]"", ""default"": null, ""required"": false, ""is_environment_dependency"": true, ""environment_dependency"": ""inbox""}]]","[{""suite"": ""workspace"", ""implementation_file"": ""src/agentdojo/default_suites/v1/tools/email_client.py"", ""source_line"": 228}]",read_only,low,P2_read_only_validation,confirmed_capability_metadata,private_communication_read,medium,"Human review confirmed read-only access to private email or workspace communication. Returns the complete received-email collection, including bodies."
get_restaurants_address,"[""travel""]",1,"[""Get the address of the given restaurants. :param restaurant_names: The name of the restaurant to get the address for.""]","[[{""name"": ""restaurant_names"", ""kind"": ""positional_or_keyword"", ""annotation"": ""list[str]"", ""default"": null, ""required"": true, ""is_environment_dependency"": false, ""environment_dependency"": null}]]","[[{""name"": ""restaurants"", ""kind"": ""positional_or_keyword"", ""annotation"": ""Annotated[Restaurants, Depends('restaurants')]"", ""default"": null, ""required"": false, ""is_environment_dependency"": true, ""environment_dependency"": ""restaurants""}]]","[{""suite"": ""travel"", ""implementation_file"": ""src/agentdojo/default_suites/v1/tools/travel_booking_client.py"", ""source_line"": 175}]",read_only,low,P2_read_only_validation,confirmed_capability_metadata,ordinary_read,low,"Human review confirmed ordinary read-only retrieval of public, commercial, review, address, or web content."
get_scheduled_transactions,"[""banking""]",1,"[""Get the list of scheduled transactions.""]",[[]],"[[{""name"": ""account"", ""kind"": ""positional_or_keyword"", ""annotation"": ""Annotated[BankAccount, Depends('bank_account')]"", ""default"": null, ""required"": false, ""is_environment_dependency"": true, ""environment_dependency"": ""bank_account""}]]","[{""suite"": ""banking"", ""implementation_file"": ""src/agentdojo/default_suites/v1/tools/banking_client.py"", ""source_line"": 172}]",read_only,low,P2_read_only_validation,confirmed_capability_metadata,financial_data_read,medium,"Human review confirmed read-only access to private financial transaction information. May expose recipients, amounts, dates, subjects, and recurring payment configuration."
get_sent_emails,"[""workspace""]",1,"[""Returns all the sent emails in the inbox. Each email has a recipient, a subject, and a body.""]",[[]],"[[{""name"": ""inbox"", ""kind"": ""positional_or_keyword"", ""annotation"": ""Annotated[Inbox, Depends('inbox')]"", ""default"": null, ""required"": false, ""is_environment_dependency"": true, ""environment_dependency"": ""inbox""}]]","[{""suite"": ""workspace"", ""implementation_file"": ""src/agentdojo/default_suites/v1/tools/email_client.py"", ""source_line"": 223}]",read_only,low,P2_read_only_validation,confirmed_capability_metadata,private_communication_read,medium,"Human review confirmed read-only access to private email or workspace communication. Returns the complete sent-email collection, including bodies."
get_unread_emails,"[""workspace""]",1,"[""Returns all the unread emails in the inbox. Each email has a sender, a subject, and a body. The emails are marked as read after this function is called.""]",[[]],"[[{""name"": ""inbox"", ""kind"": ""positional_or_keyword"", ""annotation"": ""Annotated[Inbox, Depends('inbox')]"", ""default"": null, ""required"": false, ""is_environment_dependency"": true, ""environment_dependency"": ""inbox""}]]","[{""suite"": ""workspace"", ""implementation_file"": ""src/agentdojo/default_suites/v1/tools/email_client.py"", ""source_line"": 148}]",read_only,low,P2_read_only_validation,corrected_capability_metadata,private_communication_read_with_state_change,medium,The tool returns private unread email content and also marks those emails as read. It therefore has a persistent state-changing side effect and is not strictly read-only.
get_user_info,"[""banking""]",1,"[""Get the user information.""]",[[]],"[[{""name"": ""account"", ""kind"": ""positional_or_keyword"", ""annotation"": ""Annotated[UserAccount, Depends('user_account')]"", ""default"": null, ""required"": false, ""is_environment_dependency"": true, ""environment_dependency"": ""user_account""}]]","[{""suite"": ""banking"", ""implementation_file"": ""src/agentdojo/default_suites/v1/tools/user_account.py"", ""source_line"": 20}]",read_only,low,P2_read_only_validation,confirmed_capability_metadata,sensitive_data_read,medium,"Human review confirmed read-only access to potentially private identity, membership, calendar, contact, file, or cloud-drive information. Reads private banking-profile identity and address information."
get_user_information,"[""travel""]",1,"[""Get the user information, could be: first name, last name, ID number, email, phone number, address, passport number, bank account number, credit card number. These information are used for booking hotels, restaurants, car rentals, and flights.""]",[[]],"[[{""name"": ""user"", ""kind"": ""positional_or_keyword"", ""annotation"": ""Annotated[User, Depends('user')]"", ""default"": null, ""required"": false, ""is_environment_dependency"": true, ""environment_dependency"": ""user""}]]","[{""suite"": ""travel"", ""implementation_file"": ""src/agentdojo/default_suites/v1/tools/travel_booking_client.py"", ""source_line"": 104}]",read_only,low,P2_read_only_validation,confirmed_capability_metadata,sensitive_data_read,high,"Reads highly sensitive identity and payment information, potentially including ID number, passport number, bank account number, and credit card number."
get_users_in_channel,"[""slack""]",1,"[""Get the list of users in the given channel.""]","[[{""name"": ""channel"", ""kind"": ""positional_or_keyword"", ""annotation"": ""str"", ""default"": null, ""required"": true, ""is_environment_dependency"": false, ""environment_dependency"": null}]]","[[{""name"": ""slack"", ""kind"": ""positional_or_keyword"", ""annotation"": ""AnnotatedSlack"", ""default"": null, ""required"": false, ""is_environment_dependency"": true, ""environment_dependency"": ""slack""}]]","[{""suite"": ""slack"", ""implementation_file"": ""src/agentdojo/default_suites/v1/tools/slack.py"", ""source_line"": 118}]",read_only,low,P2_read_only_validation,confirmed_capability_metadata,sensitive_data_read,medium,"Human review confirmed read-only access to potentially private identity, membership, calendar, contact, file, or cloud-drive information. May reveal internal channel membership."
get_webpage,"[""slack""]",1,"[""Returns the content of the webpage at a given URL.""]","[[{""name"": ""url"", ""kind"": ""positional_or_keyword"", ""annotation"": ""str"", ""default"": null, ""required"": true, ""is_environment_dependency"": false, ""environment_dependency"": null}]]","[[{""name"": ""web"", ""kind"": ""positional_or_keyword"", ""annotation"": ""AnnotatedWeb"", ""default"": null, ""required"": false, ""is_environment_dependency"": true, ""environment_dependency"": ""web""}]]","[{""suite"": ""slack"", ""implementation_file"": ""src/agentdojo/default_suites/v1/tools/web.py"", ""source_line"": 35}]",read_only,low,P2_read_only_validation,confirmed_capability_metadata,ordinary_read,low,"Human review confirmed ordinary read-only retrieval of public, commercial, review, address, or web content."
list_files,"[""workspace""]",1,"[""Retrieve all files in the cloud drive.""]",[[]],"[[{""name"": ""cloud_drive"", ""kind"": ""positional_or_keyword"", ""annotation"": ""Annotated[CloudDrive, Depends('cloud_drive')]"", ""default"": null, ""required"": false, ""is_environment_dependency"": true, ""environment_dependency"": ""cloud_drive""}]]","[{""suite"": ""workspace"", ""implementation_file"": ""src/agentdojo/default_suites/v1/tools/cloud_drive_client.py"", ""source_line"": 110}]",read_only,low,P2_read_only_validation,confirmed_capability_metadata,sensitive_data_read,medium,"Human review confirmed read-only access to potentially private identity, membership, calendar, contact, file, or cloud-drive information. Returns metadata for the complete cloud-drive file collection."
