tool_id,suite,tool_position,tool_name,description,implementation_file,source_line,public_parameters,environment_dependencies,return_annotation,suggested_capability_class,suggested_action_impact,curation_status
agentdojo_travel_create_calendar_event,travel,20,create_calendar_event,Creates a new calendar event with the given details and adds it to the calendar. It also sends an email to the participants with the event details.,src/agentdojo/default_suites/v1/tools/calendar_client.py,137,"[{""name"": ""title"", ""kind"": ""positional_or_keyword"", ""annotation"": ""str"", ""default"": null, ""required"": true, ""is_environment_dependency"": false, ""environment_dependency"": null}, {""name"": ""start_time"", ""kind"": ""positional_or_keyword"", ""annotation"": ""str"", ""default"": null, ""required"": true, ""is_environment_dependency"": false, ""environment_dependency"": null}, {""name"": ""end_time"", ""kind"": ""positional_or_keyword"", ""annotation"": ""str"", ""default"": null, ""required"": true, ""is_environment_dependency"": false, ""environment_dependency"": null}, {""name"": ""description"", ""kind"": ""positional_or_keyword"", ""annotation"": ""str"", ""default"": ""''"", ""required"": false, ""is_environment_dependency"": false, ""environment_dependency"": null}, {""name"": ""participants"", ""kind"": ""positional_or_keyword"", ""annotation"": ""list[str] | None"", ""default"": ""None"", ""required"": false, ""is_environment_dependency"": false, ""environment_dependency"": null}, {""name"": ""location"", ""kind"": ""positional_or_keyword"", ""annotation"": ""str | None"", ""default"": ""None"", ""required"": false, ""is_environment_dependency"": false, ""environment_dependency"": null}]","[{""name"": ""calendar"", ""kind"": ""positional_or_keyword"", ""annotation"": ""Annotated[Calendar, Depends('calendar')]"", ""default"": null, ""required"": false, ""is_environment_dependency"": true, ""environment_dependency"": ""calendar""}, {""name"": ""inbox"", ""kind"": ""positional_or_keyword"", ""annotation"": ""Annotated[Inbox, Depends('inbox')]"", ""default"": null, ""required"": false, ""is_environment_dependency"": true, ""environment_dependency"": ""inbox""}]",CalendarEvent,state_changing_write,medium,unreviewed_suggestion
agentdojo_travel_search_calendar_events,travel,21,search_calendar_events,"Searches calendar events that match the given query in the tile or the description. If provided, filters events by date.",src/agentdojo/default_suites/v1/tools/calendar_client.py,171,"[{""name"": ""query"", ""kind"": ""positional_or_keyword"", ""annotation"": ""str"", ""default"": null, ""required"": true, ""is_environment_dependency"": false, ""environment_dependency"": null}, {""name"": ""date"", ""kind"": ""positional_or_keyword"", ""annotation"": ""str | None"", ""default"": ""None"", ""required"": false, ""is_environment_dependency"": false, ""environment_dependency"": null}]","[{""name"": ""calendar"", ""kind"": ""positional_or_keyword"", ""annotation"": ""Annotated[Calendar, Depends('calendar')]"", ""default"": null, ""required"": false, ""is_environment_dependency"": true, ""environment_dependency"": ""calendar""}]",list[CalendarEvent],read_only,low,unreviewed_suggestion
agentdojo_travel_get_day_calendar_events,travel,22,get_day_calendar_events,Returns the appointments for the given `day`. Returns a list of dictionaries with informations about each meeting.,src/agentdojo/default_suites/v1/tools/calendar_client.py,128,"[{""name"": ""day"", ""kind"": ""positional_or_keyword"", ""annotation"": ""str"", ""default"": null, ""required"": true, ""is_environment_dependency"": false, ""environment_dependency"": null}]","[{""name"": ""calendar"", ""kind"": ""positional_or_keyword"", ""annotation"": ""Annotated[Calendar, Depends('calendar')]"", ""default"": null, ""required"": false, ""is_environment_dependency"": true, ""environment_dependency"": ""calendar""}]",list[CalendarEvent],read_only,low,unreviewed_suggestion
agentdojo_travel_cancel_calendar_event,travel,23,cancel_calendar_event,Cancels the event with the given `event_id`. The event will be marked as canceled and no longer appear in the calendar. It will also send an email to the participants notifying them of the cancellation.,src/agentdojo/default_suites/v1/tools/calendar_client.py,200,"[{""name"": ""event_id"", ""kind"": ""positional_or_keyword"", ""annotation"": ""str"", ""default"": null, ""required"": true, ""is_environment_dependency"": false, ""environment_dependency"": null}]","[{""name"": ""calendar"", ""kind"": ""positional_or_keyword"", ""annotation"": ""Annotated[Calendar, Depends('calendar')]"", ""default"": null, ""required"": false, ""is_environment_dependency"": true, ""environment_dependency"": ""calendar""}, {""name"": ""inbox"", ""kind"": ""positional_or_keyword"", ""annotation"": ""Annotated[Inbox, Depends('inbox')]"", ""default"": null, ""required"": false, ""is_environment_dependency"": true, ""environment_dependency"": ""inbox""}]",str,destructive_or_revocation_write,high,unreviewed_suggestion
agentdojo_travel_reserve_hotel,travel,24,reserve_hotel,Makes a reservation for a hotel with the provided details.. :param hotel: Where the reservation is made. It must only be the name of the hotel. :param start_day: The check-in day for the hotel. Should be in ISO format 'YYYY-MM-DD'. :param end_day: The check-out day for the hotel. Should be in ISO format 'YYYY-MM-DD'.,src/agentdojo/default_suites/v1/tools/travel_booking_client.py,339,"[{""name"": ""hotel"", ""kind"": ""positional_or_keyword"", ""annotation"": ""str"", ""default"": null, ""required"": true, ""is_environment_dependency"": false, ""environment_dependency"": null}, {""name"": ""start_day"", ""kind"": ""positional_or_keyword"", ""annotation"": ""str"", ""default"": null, ""required"": true, ""is_environment_dependency"": false, ""environment_dependency"": null}, {""name"": ""end_day"", ""kind"": ""positional_or_keyword"", ""annotation"": ""str"", ""default"": null, ""required"": true, ""is_environment_dependency"": false, ""environment_dependency"": null}]","[{""name"": ""reservation"", ""kind"": ""positional_or_keyword"", ""annotation"": ""Annotated[Reservation, Depends('reservation')]"", ""default"": null, ""required"": false, ""is_environment_dependency"": true, ""environment_dependency"": ""reservation""}, {""name"": ""user"", ""kind"": ""positional_or_keyword"", ""annotation"": ""Annotated[User, Depends('user')]"", ""default"": null, ""required"": false, ""is_environment_dependency"": true, ""environment_dependency"": ""user""}]",str,booking_or_reservation_write,high,unreviewed_suggestion
agentdojo_travel_reserve_car_rental,travel,25,reserve_car_rental,Makes a reservation for a car rental with the provided details.,src/agentdojo/default_suites/v1/tools/travel_booking_client.py,382,"[{""name"": ""company"", ""kind"": ""positional_or_keyword"", ""annotation"": ""str"", ""default"": null, ""required"": true, ""is_environment_dependency"": false, ""environment_dependency"": null}, {""name"": ""start_time"", ""kind"": ""positional_or_keyword"", ""annotation"": ""str"", ""default"": null, ""required"": true, ""is_environment_dependency"": false, ""environment_dependency"": null}, {""name"": ""end_time"", ""kind"": ""positional_or_keyword"", ""annotation"": ""str | None"", ""default"": null, ""required"": true, ""is_environment_dependency"": false, ""environment_dependency"": null}]","[{""name"": ""reservation"", ""kind"": ""positional_or_keyword"", ""annotation"": ""Annotated[Reservation, Depends('reservation')]"", ""default"": null, ""required"": false, ""is_environment_dependency"": true, ""environment_dependency"": ""reservation""}, {""name"": ""user"", ""kind"": ""positional_or_keyword"", ""annotation"": ""Annotated[User, Depends('user')]"", ""default"": null, ""required"": false, ""is_environment_dependency"": true, ""environment_dependency"": ""user""}]",,booking_or_reservation_write,high,unreviewed_suggestion
agentdojo_travel_reserve_restaurant,travel,26,reserve_restaurant,Makes a reservation for a restaurant with the provided details.,src/agentdojo/default_suites/v1/tools/travel_booking_client.py,359,"[{""name"": ""restaurant"", ""kind"": ""positional_or_keyword"", ""annotation"": ""str"", ""default"": null, ""required"": true, ""is_environment_dependency"": false, ""environment_dependency"": null}, {""name"": ""start_time"", ""kind"": ""positional_or_keyword"", ""annotation"": ""str"", ""default"": null, ""required"": true, ""is_environment_dependency"": false, ""environment_dependency"": null}]","[{""name"": ""reservation"", ""kind"": ""positional_or_keyword"", ""annotation"": ""Annotated[Reservation, Depends('reservation')]"", ""default"": null, ""required"": false, ""is_environment_dependency"": true, ""environment_dependency"": ""reservation""}, {""name"": ""user"", ""kind"": ""positional_or_keyword"", ""annotation"": ""Annotated[User, Depends('user')]"", ""default"": null, ""required"": false, ""is_environment_dependency"": true, ""environment_dependency"": ""user""}]",str,booking_or_reservation_write,high,unreviewed_suggestion
agentdojo_travel_get_flight_information,travel,27,get_flight_information,Get the flight information from the departure city to the arrival city. :param departure_city: The city to depart from. :param arrival_city: The city to arrive at.,src/agentdojo/default_suites/v1/tools/travel_booking_client.py,403,"[{""name"": ""departure_city"", ""kind"": ""positional_or_keyword"", ""annotation"": ""str"", ""default"": null, ""required"": true, ""is_environment_dependency"": false, ""environment_dependency"": null}, {""name"": ""arrival_city"", ""kind"": ""positional_or_keyword"", ""annotation"": ""str"", ""default"": null, ""required"": true, ""is_environment_dependency"": false, ""environment_dependency"": null}]","[{""name"": ""flights"", ""kind"": ""positional_or_keyword"", ""annotation"": ""Annotated[Flights, Depends('flights')]"", ""default"": null, ""required"": false, ""is_environment_dependency"": true, ""environment_dependency"": ""flights""}]",str,read_only,low,unreviewed_suggestion
agentdojo_travel_send_email,travel,28,send_email,Sends an email with the given `body` to the given `address`. Returns a dictionary with the email details.,src/agentdojo/default_suites/v1/tools/email_client.py,154,"[{""name"": ""recipients"", ""kind"": ""positional_or_keyword"", ""annotation"": ""list[str]"", ""default"": null, ""required"": true, ""is_environment_dependency"": false, ""environment_dependency"": null}, {""name"": ""subject"", ""kind"": ""positional_or_keyword"", ""annotation"": ""str"", ""default"": null, ""required"": true, ""is_environment_dependency"": false, ""environment_dependency"": null}, {""name"": ""body"", ""kind"": ""positional_or_keyword"", ""annotation"": ""str"", ""default"": null, ""required"": true, ""is_environment_dependency"": false, ""environment_dependency"": null}, {""name"": ""attachments"", ""kind"": ""positional_or_keyword"", ""annotation"": ""list[dict] | None"", ""default"": ""None"", ""required"": false, ""is_environment_dependency"": false, ""environment_dependency"": null}, {""name"": ""cc"", ""kind"": ""positional_or_keyword"", ""annotation"": ""list[str] | None"", ""default"": ""None"", ""required"": false, ""is_environment_dependency"": false, ""environment_dependency"": null}, {""name"": ""bcc"", ""kind"": ""positional_or_keyword"", ""annotation"": ""list[str] | None"", ""default"": ""None"", ""required"": false, ""is_environment_dependency"": false, ""environment_dependency"": null}]","[{""name"": ""inbox"", ""kind"": ""positional_or_keyword"", ""annotation"": ""Annotated[Inbox, Depends('inbox')]"", ""default"": null, ""required"": false, ""is_environment_dependency"": true, ""environment_dependency"": ""inbox""}]",Email,external_communication_write,medium,unreviewed_suggestion
agentdojo_workspace_send_email,workspace,1,send_email,Sends an email with the given `body` to the given `address`. Returns a dictionary with the email details.,src/agentdojo/default_suites/v1/tools/email_client.py,154,"[{""name"": ""recipients"", ""kind"": ""positional_or_keyword"", ""annotation"": ""list[str]"", ""default"": null, ""required"": true, ""is_environment_dependency"": false, ""environment_dependency"": null}, {""name"": ""subject"", ""kind"": ""positional_or_keyword"", ""annotation"": ""str"", ""default"": null, ""required"": true, ""is_environment_dependency"": false, ""environment_dependency"": null}, {""name"": ""body"", ""kind"": ""positional_or_keyword"", ""annotation"": ""str"", ""default"": null, ""required"": true, ""is_environment_dependency"": false, ""environment_dependency"": null}, {""name"": ""attachments"", ""kind"": ""positional_or_keyword"", ""annotation"": ""list[dict] | None"", ""default"": ""None"", ""required"": false, ""is_environment_dependency"": false, ""environment_dependency"": null}, {""name"": ""cc"", ""kind"": ""positional_or_keyword"", ""annotation"": ""list[str] | None"", ""default"": ""None"", ""required"": false, ""is_environment_dependency"": false, ""environment_dependency"": null}, {""name"": ""bcc"", ""kind"": ""positional_or_keyword"", ""annotation"": ""list[str] | None"", ""default"": ""None"", ""required"": false, ""is_environment_dependency"": false, ""environment_dependency"": null}]","[{""name"": ""inbox"", ""kind"": ""positional_or_keyword"", ""annotation"": ""Annotated[Inbox, Depends('inbox')]"", ""default"": null, ""required"": false, ""is_environment_dependency"": true, ""environment_dependency"": ""inbox""}]",Email,external_communication_write,medium,unreviewed_suggestion
agentdojo_workspace_delete_email,workspace,2,delete_email,Deletes the email with the given `email_id` from the inbox.,src/agentdojo/default_suites/v1/tools/email_client.py,214,"[{""name"": ""email_id"", ""kind"": ""positional_or_keyword"", ""annotation"": ""str"", ""default"": null, ""required"": true, ""is_environment_dependency"": false, ""environment_dependency"": null}]","[{""name"": ""inbox"", ""kind"": ""positional_or_keyword"", ""annotation"": ""Annotated[Inbox, Depends('inbox')]"", ""default"": null, ""required"": false, ""is_environment_dependency"": true, ""environment_dependency"": ""inbox""}]",str,destructive_or_revocation_write,high,unreviewed_suggestion
agentdojo_workspace_get_unread_emails,workspace,3,get_unread_emails,"Returns all the unread emails in the inbox. Each email has a sender, a subject, and a body. The emails are marked as read after this function is called.",src/agentdojo/default_suites/v1/tools/email_client.py,148,[],"[{""name"": ""inbox"", ""kind"": ""positional_or_keyword"", ""annotation"": ""Annotated[Inbox, Depends('inbox')]"", ""default"": null, ""required"": false, ""is_environment_dependency"": true, ""environment_dependency"": ""inbox""}]",list[Email],read_only,low,unreviewed_suggestion
agentdojo_workspace_get_sent_emails,workspace,4,get_sent_emails,"Returns all the sent emails in the inbox. Each email has a recipient, a subject, and a body.",src/agentdojo/default_suites/v1/tools/email_client.py,223,[],"[{""name"": ""inbox"", ""kind"": ""positional_or_keyword"", ""annotation"": ""Annotated[Inbox, Depends('inbox')]"", ""default"": null, ""required"": false, ""is_environment_dependency"": true, ""environment_dependency"": ""inbox""}]",list[Email],read_only,low,unreviewed_suggestion
agentdojo_workspace_get_received_emails,workspace,5,get_received_emails,"Returns all the received emails in the inbox. Each email has a sender, a subject, and a body.",src/agentdojo/default_suites/v1/tools/email_client.py,228,[],"[{""name"": ""inbox"", ""kind"": ""positional_or_keyword"", ""annotation"": ""Annotated[Inbox, Depends('inbox')]"", ""default"": null, ""required"": false, ""is_environment_dependency"": true, ""environment_dependency"": ""inbox""}]",list[Email],read_only,low,unreviewed_suggestion
agentdojo_workspace_get_draft_emails,workspace,6,get_draft_emails,"Returns all the draft emails in the inbox. Each email has a recipient, a subject, and a body.",src/agentdojo/default_suites/v1/tools/email_client.py,233,[],"[{""name"": ""inbox"", ""kind"": ""positional_or_keyword"", ""annotation"": ""Annotated[Inbox, Depends('inbox')]"", ""default"": null, ""required"": false, ""is_environment_dependency"": true, ""environment_dependency"": ""inbox""}]",list[Email],read_only,low,unreviewed_suggestion
agentdojo_workspace_search_emails,workspace,7,search_emails,"Searches for emails in the inbox that contain the given query in the subject or body. If `address` is provided, only emails from that address are searched.",src/agentdojo/default_suites/v1/tools/email_client.py,196,"[{""name"": ""query"", ""kind"": ""positional_or_keyword"", ""annotation"": ""str"", ""default"": null, ""required"": true, ""is_environment_dependency"": false, ""environment_dependency"": null}, {""name"": ""sender"", ""kind"": ""positional_or_keyword"", ""annotation"": ""str | None"", ""default"": ""None"", ""required"": false, ""is_environment_dependency"": false, ""environment_dependency"": null}]","[{""name"": ""inbox"", ""kind"": ""positional_or_keyword"", ""annotation"": ""Annotated[Inbox, Depends('inbox')]"", ""default"": null, ""required"": false, ""is_environment_dependency"": true, ""environment_dependency"": ""inbox""}]",list[Email],read_only,low,unreviewed_suggestion
agentdojo_workspace_search_contacts_by_name,workspace,8,search_contacts_by_name,Finds contacts in the inbox's contact list by name. It returns a list of contacts that match the given name.,src/agentdojo/default_suites/v1/tools/email_client.py,238,"[{""name"": ""query"", ""kind"": ""positional_or_keyword"", ""annotation"": ""str"", ""default"": null, ""required"": true, ""is_environment_dependency"": false, ""environment_dependency"": null}]","[{""name"": ""inbox"", ""kind"": ""positional_or_keyword"", ""annotation"": ""Annotated[Inbox, Depends('inbox')]"", ""default"": null, ""required"": false, ""is_environment_dependency"": true, ""environment_dependency"": ""inbox""}]",list[EmailContact],read_only,low,unreviewed_suggestion
agentdojo_workspace_search_contacts_by_email,workspace,9,search_contacts_by_email,Finds contacts in the inbox's contact list by email. It returns a list of contacts that match the given email.,src/agentdojo/default_suites/v1/tools/email_client.py,247,"[{""name"": ""query"", ""kind"": ""positional_or_keyword"", ""annotation"": ""str"", ""default"": null, ""required"": true, ""is_environment_dependency"": false, ""environment_dependency"": null}]","[{""name"": ""inbox"", ""kind"": ""positional_or_keyword"", ""annotation"": ""Annotated[Inbox, Depends('inbox')]"", ""default"": null, ""required"": false, ""is_environment_dependency"": true, ""environment_dependency"": ""inbox""}]",list[EmailContact],read_only,low,unreviewed_suggestion
agentdojo_workspace_get_current_day,workspace,10,get_current_day,"Returns the current day in ISO format, e.g. '2022-01-01'. It is useful to know what the current day, year, or month is, as the assistant should not assume what the current date is.",src/agentdojo/default_suites/v1/tools/calendar_client.py,191,[],"[{""name"": ""calendar"", ""kind"": ""positional_or_keyword"", ""annotation"": ""Annotated[Calendar, Depends('calendar')]"", ""default"": null, ""required"": false, ""is_environment_dependency"": true, ""environment_dependency"": ""calendar""}]",str,read_only,low,unreviewed_suggestion
agentdojo_workspace_search_calendar_events,workspace,11,search_calendar_events,"Searches calendar events that match the given query in the tile or the description. If provided, filters events by date.",src/agentdojo/default_suites/v1/tools/calendar_client.py,171,"[{""name"": ""query"", ""kind"": ""positional_or_keyword"", ""annotation"": ""str"", ""default"": null, ""required"": true, ""is_environment_dependency"": false, ""environment_dependency"": null}, {""name"": ""date"", ""kind"": ""positional_or_keyword"", ""annotation"": ""str | None"", ""default"": ""None"", ""required"": false, ""is_environment_dependency"": false, ""environment_dependency"": null}]","[{""name"": ""calendar"", ""kind"": ""positional_or_keyword"", ""annotation"": ""Annotated[Calendar, Depends('calendar')]"", ""default"": null, ""required"": false, ""is_environment_dependency"": true, ""environment_dependency"": ""calendar""}]",list[CalendarEvent],read_only,low,unreviewed_suggestion
agentdojo_workspace_get_day_calendar_events,workspace,12,get_day_calendar_events,Returns the appointments for the given `day`. Returns a list of dictionaries with informations about each meeting.,src/agentdojo/default_suites/v1/tools/calendar_client.py,128,"[{""name"": ""day"", ""kind"": ""positional_or_keyword"", ""annotation"": ""str"", ""default"": null, ""required"": true, ""is_environment_dependency"": false, ""environment_dependency"": null}]","[{""name"": ""calendar"", ""kind"": ""positional_or_keyword"", ""annotation"": ""Annotated[Calendar, Depends('calendar')]"", ""default"": null, ""required"": false, ""is_environment_dependency"": true, ""environment_dependency"": ""calendar""}]",list[CalendarEvent],read_only,low,unreviewed_suggestion
agentdojo_workspace_create_calendar_event,workspace,13,create_calendar_event,Creates a new calendar event with the given details and adds it to the calendar. It also sends an email to the participants with the event details.,src/agentdojo/default_suites/v1/tools/calendar_client.py,137,"[{""name"": ""title"", ""kind"": ""positional_or_keyword"", ""annotation"": ""str"", ""default"": null, ""required"": true, ""is_environment_dependency"": false, ""environment_dependency"": null}, {""name"": ""start_time"", ""kind"": ""positional_or_keyword"", ""annotation"": ""str"", ""default"": null, ""required"": true, ""is_environment_dependency"": false, ""environment_dependency"": null}, {""name"": ""end_time"", ""kind"": ""positional_or_keyword"", ""annotation"": ""str"", ""default"": null, ""required"": true, ""is_environment_dependency"": false, ""environment_dependency"": null}, {""name"": ""description"", ""kind"": ""positional_or_keyword"", ""annotation"": ""str"", ""default"": ""''"", ""required"": false, ""is_environment_dependency"": false, ""environment_dependency"": null}, {""name"": ""participants"", ""kind"": ""positional_or_keyword"", ""annotation"": ""list[str] | None"", ""default"": ""None"", ""required"": false, ""is_environment_dependency"": false, ""environment_dependency"": null}, {""name"": ""location"", ""kind"": ""positional_or_keyword"", ""annotation"": ""str | None"", ""default"": ""None"", ""required"": false, ""is_environment_dependency"": false, ""environment_dependency"": null}]","[{""name"": ""calendar"", ""kind"": ""positional_or_keyword"", ""annotation"": ""Annotated[Calendar, Depends('calendar')]"", ""default"": null, ""required"": false, ""is_environment_dependency"": true, ""environment_dependency"": ""calendar""}, {""name"": ""inbox"", ""kind"": ""positional_or_keyword"", ""annotation"": ""Annotated[Inbox, Depends('inbox')]"", ""default"": null, ""required"": false, ""is_environment_dependency"": true, ""environment_dependency"": ""inbox""}]",CalendarEvent,state_changing_write,medium,unreviewed_suggestion
agentdojo_workspace_cancel_calendar_event,workspace,14,cancel_calendar_event,Cancels the event with the given `event_id`. The event will be marked as canceled and no longer appear in the calendar. It will also send an email to the participants notifying them of the cancellation.,src/agentdojo/default_suites/v1/tools/calendar_client.py,200,"[{""name"": ""event_id"", ""kind"": ""positional_or_keyword"", ""annotation"": ""str"", ""default"": null, ""required"": true, ""is_environment_dependency"": false, ""environment_dependency"": null}]","[{""name"": ""calendar"", ""kind"": ""positional_or_keyword"", ""annotation"": ""Annotated[Calendar, Depends('calendar')]"", ""default"": null, ""required"": false, ""is_environment_dependency"": true, ""environment_dependency"": ""calendar""}, {""name"": ""inbox"", ""kind"": ""positional_or_keyword"", ""annotation"": ""Annotated[Inbox, Depends('inbox')]"", ""default"": null, ""required"": false, ""is_environment_dependency"": true, ""environment_dependency"": ""inbox""}]",str,destructive_or_revocation_write,high,unreviewed_suggestion
agentdojo_workspace_reschedule_calendar_event,workspace,15,reschedule_calendar_event,Reschedules the event with the given `event_id` to the new start and end times. It will also send an email to the participants notifying them of the rescheduling.,src/agentdojo/default_suites/v1/tools/calendar_client.py,214,"[{""name"": ""event_id"", ""kind"": ""positional_or_keyword"", ""annotation"": ""str"", ""default"": null, ""required"": true, ""is_environment_dependency"": false, ""environment_dependency"": null}, {""name"": ""new_start_time"", ""kind"": ""positional_or_keyword"", ""annotation"": ""str"", ""default"": null, ""required"": true, ""is_environment_dependency"": false, ""environment_dependency"": null}, {""name"": ""new_end_time"", ""kind"": ""positional_or_keyword"", ""annotation"": ""str | None"", ""default"": ""None"", ""required"": false, ""is_environment_dependency"": false, ""environment_dependency"": null}]","[{""name"": ""calendar"", ""kind"": ""positional_or_keyword"", ""annotation"": ""Annotated[Calendar, Depends('calendar')]"", ""default"": null, ""required"": false, ""is_environment_dependency"": true, ""environment_dependency"": ""calendar""}, {""name"": ""inbox"", ""kind"": ""positional_or_keyword"", ""annotation"": ""Annotated[Inbox, Depends('inbox')]"", ""default"": null, ""required"": false, ""is_environment_dependency"": true, ""environment_dependency"": ""inbox""}]",CalendarEvent,state_changing_write,medium,unreviewed_suggestion
agentdojo_workspace_add_calendar_event_participants,workspace,16,add_calendar_event_participants,Adds the given `participants` to the event with the given `event_id`. It will also email the new participants notifying them of the event.,src/agentdojo/default_suites/v1/tools/calendar_client.py,242,"[{""name"": ""event_id"", ""kind"": ""positional_or_keyword"", ""annotation"": ""str"", ""default"": null, ""required"": true, ""is_environment_dependency"": false, ""environment_dependency"": null}, {""name"": ""participants"", ""kind"": ""positional_or_keyword"", ""annotation"": ""list[str]"", ""default"": null, ""required"": true, ""is_environment_dependency"": false, ""environment_dependency"": null}]","[{""name"": ""calendar"", ""kind"": ""positional_or_keyword"", ""annotation"": ""Annotated[Calendar, Depends('calendar')]"", ""default"": null, ""required"": false, ""is_environment_dependency"": true, ""environment_dependency"": ""calendar""}]",CalendarEvent,access_control_write,high,unreviewed_suggestion
agentdojo_workspace_append_to_file,workspace,17,append_to_file,Append content to a file in the cloud drive.,src/agentdojo/default_suites/v1/tools/cloud_drive_client.py,134,"[{""name"": ""file_id"", ""kind"": ""positional_or_keyword"", ""annotation"": ""str"", ""default"": null, ""required"": true, ""is_environment_dependency"": false, ""environment_dependency"": null}, {""name"": ""content"", ""kind"": ""positional_or_keyword"", ""annotation"": ""str"", ""default"": null, ""required"": true, ""is_environment_dependency"": false, ""environment_dependency"": null}]","[{""name"": ""cloud_drive"", ""kind"": ""positional_or_keyword"", ""annotation"": ""Annotated[CloudDrive, Depends('cloud_drive')]"", ""default"": null, ""required"": false, ""is_environment_dependency"": true, ""environment_dependency"": ""cloud_drive""}]",CloudDriveFile,state_changing_write,medium,unreviewed_suggestion
agentdojo_workspace_search_files_by_filename,workspace,18,search_files_by_filename,"Get a file from a cloud drive by its filename. It returns a list of files. Each file contains the file id, the content, the file type, and the filename.",src/agentdojo/default_suites/v1/tools/cloud_drive_client.py,69,"[{""name"": ""filename"", ""kind"": ""positional_or_keyword"", ""annotation"": ""str"", ""default"": null, ""required"": true, ""is_environment_dependency"": false, ""environment_dependency"": null}]","[{""name"": ""cloud_drive"", ""kind"": ""positional_or_keyword"", ""annotation"": ""Annotated[CloudDrive, Depends('cloud_drive')]"", ""default"": null, ""required"": false, ""is_environment_dependency"": true, ""environment_dependency"": ""cloud_drive""}]",list[CloudDriveFile],read_only,low,unreviewed_suggestion
agentdojo_workspace_create_file,workspace,19,create_file,Create a new file in the cloud drive.,src/agentdojo/default_suites/v1/tools/cloud_drive_client.py,80,"[{""name"": ""filename"", ""kind"": ""positional_or_keyword"", ""annotation"": ""str"", ""default"": null, ""required"": true, ""is_environment_dependency"": false, ""environment_dependency"": null}, {""name"": ""content"", ""kind"": ""positional_or_keyword"", ""annotation"": ""str"", ""default"": null, ""required"": true, ""is_environment_dependency"": false, ""environment_dependency"": null}]","[{""name"": ""cloud_drive"", ""kind"": ""positional_or_keyword"", ""annotation"": ""Annotated[CloudDrive, Depends('cloud_drive')]"", ""default"": null, ""required"": false, ""is_environment_dependency"": true, ""environment_dependency"": ""cloud_drive""}]",CloudDriveFile,state_changing_write,medium,unreviewed_suggestion
agentdojo_workspace_delete_file,workspace,20,delete_file,Delete a file from the cloud drive by its filename. It returns the file that was deleted.,src/agentdojo/default_suites/v1/tools/cloud_drive_client.py,93,"[{""name"": ""file_id"", ""kind"": ""positional_or_keyword"", ""annotation"": ""str"", ""default"": null, ""required"": true, ""is_environment_dependency"": false, ""environment_dependency"": null}]","[{""name"": ""cloud_drive"", ""kind"": ""positional_or_keyword"", ""annotation"": ""Annotated[CloudDrive, Depends('cloud_drive')]"", ""default"": null, ""required"": false, ""is_environment_dependency"": true, ""environment_dependency"": ""cloud_drive""}]",CloudDriveFile,destructive_or_revocation_write,high,unreviewed_suggestion
agentdojo_workspace_get_file_by_id,workspace,21,get_file_by_id,Get a file from a cloud drive by its ID.,src/agentdojo/default_suites/v1/tools/cloud_drive_client.py,102,"[{""name"": ""file_id"", ""kind"": ""positional_or_keyword"", ""annotation"": ""str"", ""default"": null, ""required"": true, ""is_environment_dependency"": false, ""environment_dependency"": null}]","[{""name"": ""cloud_drive"", ""kind"": ""positional_or_keyword"", ""annotation"": ""Annotated[CloudDrive, Depends('cloud_drive')]"", ""default"": null, ""required"": false, ""is_environment_dependency"": true, ""environment_dependency"": ""cloud_drive""}]",CloudDriveFile,read_only,low,unreviewed_suggestion
agentdojo_workspace_list_files,workspace,22,list_files,Retrieve all files in the cloud drive.,src/agentdojo/default_suites/v1/tools/cloud_drive_client.py,110,[],"[{""name"": ""cloud_drive"", ""kind"": ""positional_or_keyword"", ""annotation"": ""Annotated[CloudDrive, Depends('cloud_drive')]"", ""default"": null, ""required"": false, ""is_environment_dependency"": true, ""environment_dependency"": ""cloud_drive""}]",list[CloudDriveFile],read_only,low,unreviewed_suggestion
agentdojo_workspace_share_file,workspace,23,share_file,Share a file with a user.,src/agentdojo/default_suites/v1/tools/cloud_drive_client.py,117,"[{""name"": ""file_id"", ""kind"": ""positional_or_keyword"", ""annotation"": ""str"", ""default"": null, ""required"": true, ""is_environment_dependency"": false, ""environment_dependency"": null}, {""name"": ""email"", ""kind"": ""positional_or_keyword"", ""annotation"": ""str"", ""default"": null, ""required"": true, ""is_environment_dependency"": false, ""environment_dependency"": null}, {""name"": ""permission"", ""kind"": ""positional_or_keyword"", ""annotation"": ""SharingPermission"", ""default"": null, ""required"": true, ""is_environment_dependency"": false, ""environment_dependency"": null}]","[{""name"": ""cloud_drive"", ""kind"": ""positional_or_keyword"", ""annotation"": ""Annotated[CloudDrive, Depends('cloud_drive')]"", ""default"": null, ""required"": false, ""is_environment_dependency"": true, ""environment_dependency"": ""cloud_drive""}]",CloudDriveFile,access_control_write,high,unreviewed_suggestion
agentdojo_workspace_search_files,workspace,24,search_files,Search for files in the cloud drive by content.,src/agentdojo/default_suites/v1/tools/cloud_drive_client.py,147,"[{""name"": ""query"", ""kind"": ""positional_or_keyword"", ""annotation"": ""str"", ""default"": null, ""required"": true, ""is_environment_dependency"": false, ""environment_dependency"": null}]","[{""name"": ""cloud_drive"", ""kind"": ""positional_or_keyword"", ""annotation"": ""Annotated[CloudDrive, Depends('cloud_drive')]"", ""default"": null, ""required"": false, ""is_environment_dependency"": true, ""environment_dependency"": ""cloud_drive""}]",list[CloudDriveFile],read_only,low,unreviewed_suggestion
